n,p,K,allinformative,balanced,constrained,fit_constrained,timemean,timesd,arimean,arisd,avglogpropmean,avglogpropstd,avgmeanmean,avgmeanstd,avgcovmean,avgcovstd
128,16,2,True,True,True,True,0.4328181743621826,0.011863350073193012,0.0,0.0,1.402873830244965,1.132864406085775,2.3654150231286297,2.220196332530071,1482055611.7845862,2901574691.81322
128,16,2,True,True,True,False,0.4984847068786621,0.010469845040771695,1.0,0.0,1.0281600441386662,1.1285345379623635,0.86506682424404,1.9220926649655283,365334.7141957797,1046824.9792157541
128,16,2,True,True,False,True,0.4337587833404541,0.03613336960575855,0.0,0.0,0.9191984526470577,0.645377514377822,1.5856545131649415,1.2414344902538272,93549935.53998022,186687083.351807
128,16,2,True,True,False,False,0.5010830402374268,0.00955438442737579,0.8968748122930379,0.2991034330168099,2.003100660351489,1.8554705105801883,1.5131715734424112,2.063927679580838,3949.3525039840306,8801.34763424309
128,16,2,True,False,True,True,0.4146141529083252,0.012170020286418873,0.2,0.4,1.419880733870072,0.8947226682386649,2.0398577478600504,2.3680496954154653,3.9072666387056376e+16,7.81453311249739e+16
128,16,2,True,False,True,False,0.49926607608795165,0.006315563842203512,0.980701926376158,0.05789422087152592,1.4972922310919459,0.9815045472545627,2.306218928710778,2.808462197230528,1268.8664277286832,2664.0107198966402
128,16,2,True,False,False,True,0.4148573398590088,0.007071531612072819,0.0,0.0,0.9687587891246942,0.6839473024194542,4.5348430826318475,0.799079318351551,47967062.79741096,95546159.85121615
128,16,2,True,False,False,False,0.49255306720733644,0.003860000271129988,0.42380999328164987,0.4503658072512232,2.177517131424184,1.6403071729410093,4.131203663189976,1.0143333416436289,51.14596723091359,68.05908085011288
128,16,2,False,True,True,True,0.4128795862197876,0.005648453558067476,0.0,0.0,0.5042650812568663,0.35461200812918275,1.5784079625060172,1.1663343296234008,174407075.16138473,276655991.25542015
128,16,2,False,True,True,False,0.49598228931427,0.006485201695502694,0.4285432931766165,0.4338501015482401,2.3862539067806656,2.5759574992614667,0.5712777157236777,0.7000985661625948,19.778781802533942,35.35791817710601
128,16,2,False,True,False,True,0.42380495071411134,0.009040079860603338,0.0,0.0,1.916438318868181,2.6256884546490515,2.690251297577567,1.155165973877458,28636510.51651623,49082898.068250425
128,16,2,False,True,False,False,0.5015491485595703,0.015004810545873468,0.3854129410365894,0.38333082055936607,1.6466884162882298,2.1762409241993437,2.170604995992697,1.0009877020766795,16.335742773794593,35.74044209241541
128,16,2,False,False,True,True,0.4135058522224426,0.007412120647023451,0.0,0.0,0.9316898577767443,0.528683026221724,1.1948661202915365,0.7549401087249592,171391502.1053311,271177769.4486828
