n,p,K,allinformative,balanced,constrained,fit_constrained,timemean,timesd,arimean,arisd,avglogpropmean,avglogpropstd,avgmeanmean,avgmeanstd,avgcovmean,avgcovstd
128,256,2,True,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,2,True,True,True,False,59.90723798274994,1.594667557119061,1.0,0.0,1.9470846492836298,1.571058844111449,0.8307394764086313,0.03496987637109356,6.661328036950692,0.280401229182333
128,256,2,True,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,2,True,True,False,False,61.104196667671204,5.892852232880243,1.0,0.0,1.8465293716462756,1.7376596292143154,4.284470757548379,6.986881332534475,25.64102386149303,2.178998768101137
128,256,2,True,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,2,True,False,True,False,59.44205577373505,0.8157025777100364,1.0,0.0,1.8314907581747115,1.532830478069166,1.3897297088230145,0.10169620611972727,149.2343468258835,0.13946810685828115
128,256,2,True,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,2,True,False,False,False,62.07117474079132,2.41801467230343,1.0,0.0,1.9411116924974656,1.5251220782985906,3.5257944030529345,0.2694943729639638,150.99073058223092,0.03833387173382443
128,256,2,False,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,2,False,True,True,False,60.52166349887848,1.4729958247190305,1.0,0.0,1.9808491830278723,1.5562444638025323,0.8222468037087003,0.03510459276742656,6.461904008643802,0.4099354345591371
128,256,2,False,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,2,False,True,False,False,58.940285778045656,0.9646513510431319,1.0,0.0,1.3016215943913667,1.4081145540045164,2.869560492998024,2.538231130499772,25.587566174454746,2.531295404626393
128,256,2,False,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,2,False,False,True,False,60.85847942829132,1.580626628488892,0.0,0.0,1.8511946593964013,1.2937255495890547,2.217070327291366,2.67098016626366,156.8379748355969,0.8675115152019167
128,256,2,False,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,2,False,False,False,False,61.24985754489899,2.165117427927159,0.7323142176807508,0.35480741743742583,1.5622753667581915,1.1827768694993603,4.256466273326909,1.5568717019164267,1249.6650471501075,3299.1119666251134
128,256,3,True,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,3,True,True,True,False,107.20733938217163,1.8019226065095841,1.0,0.0,1.8446414450458577,0.8533175728491781,0.8339162390407353,0.043238539173725575,5.5683253032926725,0.2827988667898799
128,256,3,True,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,3,True,True,False,False,104.57249176502228,1.2270246615176172,1.0,0.0,3.2515395283998303,1.5192513346667003,6.2121355745029865,6.4788079134233945,18.95895908584925,1.6774766178325364
128,256,3,True,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,3,True,False,True,False,105.48225677013397,2.276194923019044,1.0,0.0,1.795797146574989,0.6656095356260252,2.9526642195470734,4.070962989074252,4.768909024038797,0.053181986338269226
128,256,3,True,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,3,True,False,False,False,106.075958776474,2.1262945000791906,0.9351265360927055,0.19462039172188328,2.937785008748067,1.3617995782761065,10.258385310533988,6.347197479914338,18.865260407052155,3.282733605519024
128,256,3,False,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,3,False,True,True,False,105.93921782970429,1.29200337022575,1.0,0.0,1.7777562848871888,1.2124645629151505,1.4055509564044362,1.7967231149155203,5.374558221343227,0.2795648718119902
128,256,3,False,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,3,False,True,False,False,104.35151968002319,1.6368476531856497,1.0,0.0,2.1168495019147917,1.0482158121703011,3.504254957842542,2.3475825554809537,18.94053160695985,1.6632943057909622
128,256,3,False,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,3,False,False,True,False,104.97506217956543,1.439254661237927,0.9977382012466608,0.006785396260017817,1.8109207095339124,1.0598828046868487,3.8554373730976117,2.856638819002003,16.740538454081864,35.93979839579283
128,256,3,False,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,3,False,False,False,False,103.25996589660645,1.5540369523429867,0.211427479023313,0.1200851571904951,1.8407603574385494,0.9750476222943145,7.1340009370608755,1.3052276097728077,29.931596491103665,18.212631466002637
128,256,4,True,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,4,True,True,True,False,130.92477843761444,2.2287511379789464,1.0,0.0,2.0680447806459914,1.1725637290821807,1.9493743390862186,3.3429544037114507,4.295034876822301,0.12726690658993142
128,256,4,True,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,4,True,True,False,False,128.3033741235733,0.9433613495578379,1.0,0.0,2.860749812106139,0.7647818889712116,6.825730088963621,4.877537391342307,14.82384051647469,1.0352479037308133
128,256,4,True,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,4,True,False,True,False,127.36138083934785,1.5056689064402398,1.0,0.0,1.9079754588611653,1.0758601729110542,3.930450908133829,4.473372487332183,36.29168300854642,0.0573576283020535
128,256,4,True,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,4,True,False,False,False,128.90010097026826,2.16379641230718,0.6120375687228643,0.31795305134453294,2.6932699928027364,0.6708387409286126,13.3701169284596,1.0366706116916022,25.714105212648484,10.42175251412614
128,256,4,False,True,True,True,0,0,0,0,0,0,0,0,0,0
128,256,4,False,True,True,False,129.7062835216522,1.3905740612026594,1.0,0.0,2.2566168962146103,0.8687083895279174,1.7139713121738365,1.8168796343586984,4.113275912378752,0.1949084924146832
128,256,4,False,True,False,True,0,0,0,0,0,0,0,0,0,0
128,256,4,False,True,False,False,130.17469882965088,2.244910406751903,0.997899961416614,0.00630011575015813,2.6354829099711274,1.436057638002044,4.214033408120726,1.8306261399088992,15.129526595588388,1.100543905494272
128,256,4,False,False,True,True,0,0,0,0,0,0,0,0,0,0
128,256,4,False,False,True,False,127.42738475799561,3.5429274062064264,0.8755607512630869,0.11277262034658636,2.157640541744262,0.8742237761954418,4.606192532589537,2.151851011798651,28.189388960018675,13.476697368116717
128,256,4,False,False,False,True,0,0,0,0,0,0,0,0,0,0
128,256,4,False,False,False,False,125.30516729354858,2.0567817450375108,0.14072191998374975,0.078612010362962,2.322080347420364,1.1791965487281229,7.147914959296284,0.6596340433524402,19.7722655095974,7.794374454473737
512,256,2,True,True,True,True,0,0,0,0,0,0,0,0,0,0
512,256,2,True,True,True,False,0,0,0,0,0,0,0,0,0,0
512,256,2,True,True,False,True,0,0,0,0,0,0,0,0,0,0
512,256,2,True,True,False,False,0,0,0,0,0,0,0,0,0,0
512,256,2,True,False,True,True,0,0,0,0,0,0,0,0,0,0
512,256,2,True,False,True,False,0,0,0,0,0,0,0,0,0,0
512,256,2,True,False,False,True,0,0,0,0,0,0,0,0,0,0
512,256,2,True,False,False,False,0,0,0,0,0,0,0,0,0,0
512,256,2,False,True,True,True,0,0,0,0,0,0,0,0,0,0
512,256,2,False,True,True,False,0,0,0,0,0,0,0,0,0,0
512,256,2,False,True,False,True,0,0,0,0,0,0,0,0,0,0
512,256,2,False,True,False,False,0,0,0,0,0,0,0,0,0,0
512,256,2,False,False,True,True,0,0,0,0,0,0,0,0,0,0
512,256,2,False,False,True,False,0,0,0,0,0,0,0,0,0,0
512,256,2,False,False,False,True,0,0,0,0,0,0,0,0,0,0
512,256,2,False,False,False,False,0,0,0,0,0,0,0,0,0,0
512,256,3,True,True,True,True,0,0,0,0,0,0,0,0,0,0
