n,p,K,allinformative,balanced,constrained,fit_constrained,timemean,timesd,arimean,arisd,avglogpropmean,avglogpropstd,avgmeanmean,avgmeanstd,avgcovmean,avgcovstd
128,2,2,True,True,True,True,0.36692612171173095,0.014498121985419318,0.18779489723160864,0.3765800265187425,2.750673659972311,1.6596914725991225,0.7427177963050109,1.2483276153583487,703616951.1428487,2110845341.4096372
128,2,2,True,True,True,False,0.3145235300064087,0.01273525356484122,0.13149815761947403,0.30404790853957525,2.798121346011443,1.7401244226947767,0.48461382355626925,0.40106609924651604,86.55915411673678,257.4804179980638
128,2,2,True,True,False,True,0.36836671829223633,0.0122615783214438,0.0022776590037865657,0.004937855855116267,2.365758293356073,1.6351131583057124,1.302882314746055,1.0999858853852293,53336.992066522296,127412.7369294953
128,2,2,True,True,False,False,0.3149094820022583,0.013655920889425608,0.03203461322806669,0.09334398433673993,2.50471890080325,1.3935471041309457,1.2931497246673667,1.0976234115956944,2.1111446516804113,1.4033167189741742
128,2,2,True,False,True,True,0.3597829818725586,0.013315221163439465,0.2821101563600507,0.43339893568538845,2.3030788299220597,1.4515994041480353,1.0115411627998372,1.8141933817115934,674275.3192786941,2009737.7019886891
128,2,2,True,False,True,False,0.31144497394561765,0.015513680406012365,0.20363627148628796,0.40124753404873764,2.3102012667000573,1.472214011155681,0.36745510496557876,0.3156168718418702,0.46148746929325746,0.14473789114482935
128,2,2,True,False,False,True,0.3710090773446219,0.015860456741632643,-0.005083296100126711,0.019298308438154027,2.317525500964396,1.6951700832105834,1.6978116116762707,0.671051746412838,34430.57899732156,80888.51239500924
128,2,2,True,False,False,False,0.30761260986328126,0.012911523021184949,0.16451093601091335,0.3136395343080402,2.6606713657766554,1.2628660605298612,1.583743150824,0.7962701597273015,2.3306052033085938,1.5632383588515302
128,2,2,False,True,True,True,0.36433169841766355,0.017472595781288087,4.923645035965689e-05,0.00014770935107897066,2.5340796286216305,1.9560476750845477,2.0406028170459574,4.930799219562973,136224044925727.47,408672134097490.1
128,2,2,False,True,True,False,0.30791187286376953,0.016508841489090428,-0.000291549979863936,0.0007210532884636383,2.635187391649361,1.8820601380526656,0.32243548802032124,0.06644747112200017,0.4538325081292081,0.290629168553219
128,2,2,False,True,False,True,0.364647282494439,0.012848797545234407,0.001149614926433788,0.002024851820487278,2.5821685926263687,2.2221268822672484,3.0613182578283595,5.13575178884536,2.72330312803242e+17,7.702664436232271e+17
128,2,2,False,True,False,False,0.30627737045288084,0.012408781995301666,0.12557397141567767,0.2413361019509386,2.513118905868109,2.215163318872821,1.1710970146259005,0.689676534129751,2.0493457536375987,2.353180795713034
128,2,2,False,False,True,True,0.36710705757141116,0.01780798788476643,0.010636620060052773,0.031909860180158324,2.566440479504998,1.7940186929679294,2.5470251156676023,6.108786999833905,215335784011022.78,646007351353361.0
128,2,2,False,False,True,False,0.3099459886550903,0.013649038558091624,0.06477073982262926,0.2353070838347904,2.5451928831782897,1.6779614212102896,0.5383707709582997,0.1313833184091101,0.5331211450505465,0.6926696994871848
128,2,2,False,False,False,True,0.3638310432434082,0.01580479494037721,-0.017074440078934883,0.028605518774709585,2.344504336015514,2.389776067867492,2.6220440563020224,3.15237643289724,4.019899643824752e+16,1.136999319134393e+17
128,2,2,False,False,False,False,0.311395263671875,0.01382744720497945,0.27599303062102176,0.3333818273026264,2.2660724707557263,2.0204808838359596,1.3268222833328749,0.9208664484416657,1.7219359668728518,1.6421705360866974
128,2,3,True,True,True,True,0.4430704911549886,0.014744662050562636,0.006711998128720685,0.008838526101032395,2.556017858898698,1.0288756644462898,0.4064663104744164,0.3058900093168307,8482.63433149408,12827.397278374343
128,2,3,True,True,True,False,0.3684349775314331,0.014474999625240778,0.11656937952311072,0.22286189796684733,2.832900692729839,1.0503108873418312,0.2996477834715957,0.16351111121711745,0.9046543103457385,0.7625988986729114
128,2,3,True,True,False,True,0.4402813196182251,0.015117391251843365,0.09905871681969809,0.13488811635072054,3.0847383296382365,1.7410212957225322,1.1630952769539418,0.620399529959708,4.121093791247541e+19,1.236328137372568e+20
128,2,3,True,True,False,False,0.35644283294677737,0.003879098871884206,0.09283211610802454,0.17990559595902977,3.3884540469424707,1.824535170327618,1.029539573683725,0.5254289277467991,1.692181410041122,1.0543872837213557
128,2,3,True,False,True,True,0.4420931869082981,0.018924611480525006,0.05180335574252873,0.12816923920998133,2.4202769335964796,1.0110652775762399,0.7826547289884781,0.5421406117927914,8176.526306074496,12864.143097038888
128,2,3,True,False,True,False,0.3612767457962036,0.00860483499000077,0.25001276776153886,0.31906109050063713,2.7171008283935105,1.1172142970226349,0.687421409727458,0.35971368293433004,4.678117284400114,11.931129117340536
128,2,3,True,False,False,True,0.44068403244018556,0.012989194270105767,0.12542104425139797,0.2762058711465741,2.90484849760672,1.7582708012608752,1.4338075025980979,0.9137823460148863,9.724466396663589e+30,2.917339918999077e+31
128,2,3,True,False,False,False,0.3610225200653076,0.006759725628136891,0.24737252170789453,0.26043182368187145,3.106458584318767,1.9174197514409654,1.3647336269677952,0.8686825997839533,2.080426024133279,1.3514786318161955
128,2,3,False,True,True,True,0.4407179090711806,0.014499529504472607,0.0037271148821968725,0.010396049484850073,1.8331128040675968,1.1165975537756572,0.3833255798729154,0.23198474650835824,13077.748865738018,24808.17386745137
128,2,3,False,True,True,False,0.3594614028930664,0.006410790307268318,0.06768124990902494,0.13281950578176185,1.8736829229928251,1.2390745562162084,0.38771019278348084,0.3512722615190213,43.32047981358866,128.2859736644178
